shooting;4;0.00957786%
sick;4;0.00957786%
signs;4;0.00957786%
sister;4;0.00957786%
sit;4;0.00957786%
skinny;4;0.00957786%
slam;4;0.00957786%
sleeve;4;0.00957786%
slow;4;0.00957786%
smooth;4;0.00957786%
sold;4;0.00957786%
soon;4;0.00957786%
sounded;4;0.00957786%
special;4;0.00957786%
spend;4;0.00957786%
steps;4;0.00957786%
stick;4;0.00957786%
stocks;4;0.00957786%
stopped;4;0.00957786%
store;4;0.00957786%
suicide;4;0.00957786%
supposed;4;0.00957786%
surely;4;0.00957786%
surprised;4;0.00957786%
swallow;4;0.00957786%
system;4;0.00957786%
tablet;4;0.00957786%
tale;4;0.00957786%
terms;4;0.00957786%
testify;4;0.00957786%
throwing;4;0.00957786%
ticket;4;0.00957786%
tiger;4;0.00957786%
turning;4;0.00957786%
ugly;4;0.00957786%
useful;4;0.00957786%
using;4;0.00957786%
usual;4;0.00957786%
waiting;4;0.00957786%
walking;4;0.00957786%
watch;4;0.00957786%
wet;4;0.00957786%
whatever;4;0.00957786%
wish;4;0.00957786%
wondering;4;0.00957786%
works;4;0.00957786%
wrapped;4;0.00957786%
writing;4;0.00957786%
written;4;0.00957786%
1922;3;0.00718339%
1949;3;0.00718339%
1951;3;0.00718339%
1952;3;0.00718339%
1955;3;0.00718339%
1960;3;0.00718339%
1962;3;0.00718339%
1976;3;0.00718339%
48;3;0.00718339%
AND;3;0.00718339%
Also;3;0.00718339%
America;3;0.00718339%
Andrew;3;0.00718339%
Backus;3;0.00718339%
Bank;3;0.00718339%
Baptist;3;0.00718339%
Bobby;3;0.00718339%
Boston;3;0.00718339%
Boy;3;0.00718339%
Bridge;3;0.00718339%
Briggs;3;0.00718339%
Casco;3;0.00718339%
Co;3;0.00718339%
Cons;3;0.00718339%
Cote;3;0.00718339%
Entwhistle;3;0.00718339%
Eve;3;0.00718339%
Falmouth;3;0.00718339%
February;3;0.00718339%
Five;3;0.00718339%
Good;3;0.00718339%
H;3;0.00718339%
Handy;3;0.00718339%
Have;3;0.00718339%
Highway;3;0.00718339%
Instead;3;0.00718339%
Jessup;3;0.00718339%
Kendricks;3;0.00718339%
MacBride;3;0.00718339%
March;3;0.00718339%
Massachusetts;3;0.00718339%
November;3;0.00718339%
October;3;0.00718339%
Others;3;0.00718339%
Over;3;0.00718339%
Pik;3;0.00718339%
Police;3;0.00718339%
Polish;3;0.00718339%
President;3;0.00718339%
Probably;3;0.00718339%
Quite;3;0.00718339%
Reno;3;0.00718339%
Rich;3;0.00718339%
Robert;3;0.00718339%
Rocks;3;0.00718339%
Royal;3;0.00718339%
Smith;3;0.00718339%
Something;3;0.00718339%
Sometimes;3;0.00718339%
Staminas;3;0.00718339%
Street;3;0.00718339%
Such;3;0.00718339%
Suppose;3;0.00718339%
Take;3;0.00718339%
Texas;3;0.00718339%
Thank;3;0.00718339%
Thanks;3;0.00718339%
Two;3;0.00718339%
WPA;3;0.00718339%
With;3;0.00718339%
Your;3;0.00718339%
above;3;0.00718339%
according;3;0.00718339%
added;3;0.00718339%
admired;3;0.00718339%
afraid;3;0.00718339%
age;3;0.00718339%
alive;3;0.00718339%
allowed;3;0.00718339%
amount;3;0.00718339%
answered;3;0.00718339%
apiece;3;0.00718339%
appointment;3;0.00718339%
area;3;0.00718339%
arranged;3;0.00718339%
assumed;3;0.00718339%
assure;3;0.00718339%
bald;3;0.00718339%
ball;3;0.00718339%
basement;3;0.00718339%
bathroom;3;0.00718339%
bear;3;0.00718339%
beers;3;0.00718339%
begin;3;0.00718339%
below;3;0.00718339%
beside;3;0.00718339%
billy;3;0.00718339%
bit;3;0.00718339%
blank;3;0.00718339%
blew;3;0.00718339%
blood;3;0.00718339%
blown;3;0.00718339%
blue;3;0.00718339%
border;3;0.00718339%
bottom;3;0.00718339%
branch;3;0.00718339%
brown;3;0.00718339%
brutal;3;0.00718339%
buck;3;0.00718339%
build;3;0.00718339%
buried;3;0.00718339%
buying;3;0.00718339%
capital;3;0.00718339%
careful;3;0.00718339%
carve;3;0.00718339%
cases;3;0.00718339%
catch;3;0.00718339%
chances;3;0.00718339%
cheaters;3;0.00718339%
chipping;3;0.00718339%
choice;3;0.00718339%
chunks;3;0.00718339%
church;3;0.00718339%
cigarette;3;0.00718339%
closer;3;0.00718339%
cloths;3;0.00718339%
clouds;3;0.00718339%
clown;3;0.00718339%
collection;3;0.00718339%
company;3;0.00718339%
concerned;3;0.00718339%
corridor;3;0.00718339%
counting;3;0.00718339%
court;3;0.00718339%
cover;3;0.00718339%
crack;3;0.00718339%
crawlspace;3;0.00718339%
crying;3;0.00718339%
current;3;0.00718339%
daughter;3;0.00718339%
deals;3;0.00718339%
decent;3;0.00718339%
defendant;3;0.00718339%
degree;3;0.00718339%
deliberately;3;0.00718339%
described;3;0.00718339%
details;3;0.00718339%
difference;3;0.00718339%
direction;3;0.00718339%
discovered;3;0.00718339%
disgusted;3;0.00718339%
distance;3;0.00718339%
downstairs;3;0.00718339%
drank;3;0.00718339%
draught;3;0.00718339%
dreams;3;0.00718339%
dressed;3;0.00718339%
driver;3;0.00718339%
dry;3;0.00718339%
dug;3;0.00718339%
dust;3;0.00718339%
easily;3;0.00718339%
east;3;0.00718339%
emerged;3;0.00718339%
errand;3;0.00718339%
excitement;3;0.00718339%
expeditions;3;0.00718339%
experience;3;0.00718339%
expression;3;0.00718339%
faced;3;0.00718339%
facts;3;0.00718339%
fast;3;0.00718339%
favour;3;0.00718339%
fighting;3;0.00718339%
fired;3;0.00718339%
flat;3;0.00718339%
football;3;0.00718339%
forehead;3;0.00718339%
foreman;3;0.00718339%
forgotten;3;0.00718339%
forth;3;0.00718339%
fought;3;0.00718339%
future;3;0.00718339%
gloom;3;0.00718339%
government;3;0.00718339%
grab;3;0.00718339%
grease;3;0.00718339%
ground;3;0.00718339%
grown;3;0.00718339%
halfway;3;0.00718339%
hang;3;0.00718339%
hanging;3;0.00718339%
harder;3;0.00718339%
harm;3;0.00718339%
honest;3;0.00718339%
hopes;3;0.00718339%
horn;3;0.00718339%
hotshot;3;0.00718339%
human;3;0.00718339%
impossible;3;0.00718339%
inch;3;0.00718339%
included;3;0.00718339%
industrial;3;0.00718339%
initials;3;0.00718339%
inspection;3;0.00718339%
interest;3;0.00718339%
investigation;3;0.00718339%
invisible;3;0.00718339%
invited;3;0.00718339%
joint;3;0.00718339%
jokes;3;0.00718339%
kinds;3;0.00718339%
labour;3;0.00718339%
laid;3;0.00718339%
laughs;3;0.00718339%
lawyers;3;0.00718339%
lethal;3;0.00718339%
lie;3;0.00718339%
likely;3;0.00718339%
lime;3;0.00718339%
lined;3;0.00718339%
lines;3;0.00718339%
lived;3;0.00718339%
losing;3;0.00718339%
mad;3;0.00718339%
marina;3;0.00718339%
marked;3;0.00718339%
market;3;0.00718339%
mascot;3;0.00718339%
matched;3;0.00718339%
meeting;3;0.00718339%
member;3;0.00718339%
mention;3;0.00718339%
mile;3;0.00718339%
minute;3;0.00718339%
month;3;0.00718339%
moonlight;3;0.00718339%
mostly;3;0.00718339%
moved;3;0.00718339%
murderer;3;0.00718339%
nervous;3;0.00718339%
news;3;0.00718339%
nights;3;0.00718339%
nod;3;0.00718339%
non;3;0.00718339%
nor;3;0.00718339%
oil;3;0.00718339%
okay;3;0.00718339%
ought;3;0.00718339%
p;3;0.00718339%
paint;3;0.00718339%
patiently;3;0.00718339%
paying;3;0.00718339%
peace;3;0.00718339%
perception;3;0.00718339%
personal;3;0.00718339%
pistol;3;0.00718339%
plans;3;0.00718339%
plant;3;0.00718339%
played;3;0.00718339%
pleased;3;0.00718339%
pleasure;3;0.00718339%
poem;3;0.00718339%
position;3;0.00718339%
prepared;3;0.00718339%
pressed;3;0.00718339%
pressure;3;0.00718339%
prey;3;0.00718339%
privileges;3;0.00718339%
produced;3;0.00718339%
push;3;0.00718339%
quartz;3;0.00718339%
rackets;3;0.00718339%
rat;3;0.00718339%
rate;3;0.00718339%
rather;3;0.00718339%
rats;3;0.00718339%
ready;3;0.00718339%
realize;3;0.00718339%
received;3;0.00718339%
recognize;3;0.00718339%
relatives;3;0.00718339%
released;3;0.00718339%
repair;3;0.00718339%
repeated;3;0.00718339%
report;3;0.00718339%
reputation;3;0.00718339%
result;3;0.00718339%
returns;3;0.00718339%
ride;3;0.00718339%
rolling;3;0.00718339%
rough;3;0.00718339%
round;3;0.00718339%
rumours;3;0.00718339%
sad;3;0.00718339%
sand;3;0.00718339%
scale;3;0.00718339%
screwhead;3;0.00718339%
scripture;3;0.00718339%
seeing;3;0.00718339%
selective;3;0.00718339%
sell;3;0.00718339%
senate;3;0.00718339%
sentry;3;0.00718339%
series;3;0.00718339%
serve;3;0.00718339%
service;3;0.00718339%
services;3;0.00718339%
serving;3;0.00718339%
setting;3;0.00718339%
shaped;3;0.00718339%
share;3;0.00718339%
shift;3;0.00718339%
shoot;3;0.00718339%
shopping;3;0.00718339%
shouting;3;0.00718339%
showing;3;0.00718339%
sized;3;0.00718339%
slave;3;0.00718339%
smiling;3;0.00718339%
snow;3;0.00718339%
softly;3;0.00718339%
solid;3;0.00718339%
sorry;3;0.00718339%
south;3;0.00718339%
speed;3;0.00718339%
spread;3;0.00718339%
squirrel;3;0.00718339%
steam;3;0.00718339%
steel;3;0.00718339%
stir;3;0.00718339%
stones;3;0.00718339%
stops;3;0.00718339%
strolled;3;0.00718339%
subjects;3;0.00718339%
succeeded;3;0.00718339%
sudden;3;0.00718339%
suicidal;3;0.00718339%
surprise;3;0.00718339%
swear;3;0.00718339%
sweat;3;0.00718339%
sweating;3;0.00718339%
sweet;3;0.00718339%
swore;3;0.00718339%
table;3;0.00718339%
tall;3;0.00718339%
taxes;3;0.00718339%
teach;3;0.00718339%
teeth;3;0.00718339%
tests;3;0.00718339%
themselves;3;0.00718339%
thrown;3;0.00718339%
tiny;3;0.00718339%
tired;3;0.00718339%
today;3;0.00718339%
toilet;3;0.00718339%
totally;3;0.00718339%
towards;3;0.00718339%
tracks;3;0.00718339%
trade;3;0.00718339%
train;3;0.00718339%
transferred;3;0.00718339%
trick;3;0.00718339%
tunnel;3;0.00718339%
underneath;3;0.00718339%
understood;3;0.00718339%
ups;3;0.00718339%
upstairs;3;0.00718339%
visiting;3;0.00718339%
volcanic;3;0.00718339%
washing;3;0.00718339%
waste;3;0.00718339%
waxing;3;0.00718339%
weapon;3;0.00718339%
west;3;0.00718339%
whether;3;0.00718339%
whistle;3;0.00718339%
wide;3;0.00718339%
windfall;3;0.00718339%
windowsill;3;0.00718339%
wink;3;0.00718339%
within;3;0.00718339%
wonder;3;0.00718339%
0;2;0.00478893%
000;2;0.00478893%
1;2;0.00478893%
11;2;0.00478893%
12;2;0.00478893%
1934;2;0.00478893%
1953;2;0.00478893%
1954;2;0.00478893%
1957;2;0.00478893%
1958;2;0.00478893%
1959;2;0.00478893%
1969;2;0.00478893%
24;2;0.00478893%
30;2;0.00478893%
37;2;0.00478893%
67;2;0.00478893%
9;2;0.00478893%
Ages;2;0.00478893%
Another;2;0.00478893%
Any;2;0.00478893%
Anything;2;0.00478893%
Are;2;0.00478893%
Attorney;2;0.00478893%
Augusta;2;0.00478893%
Back;2;0.00478893%
Beaver;2;0.00478893%
Block;2;0.00478893%
Blotch;2;0.00478893%
Bolton;2;0.00478893%
Book;2;0.00478893%
Bread;2;0.00478893%
Brewster;2;0.00478893%
Brooks;2;0.00478893%
COMETH;2;0.00478893%
Call;2;0.00478893%
Camels;2;0.00478893%
Captain;2;0.00478893%
Castle;2;0.00478893%
Cell;2;0.00478893%
Christmas;2;0.00478893%
City;2;0.00478893%
Come;2;0.00478893%
Country;2;0.00478893%
Court;2;0.00478893%
Daniels;2;0.00478893%
Day;2;0.00478893%
Did;2;0.00478893%
Double;2;0.00478893%
During;2;0.00478893%
EARLY;2;0.00478893%
Eric;2;0.00478893%
Escape;2;0.00478893%
FEATHERING;2;0.00478893%
FOR;2;0.00478893%
FOUR;2;0.00478893%
Falls;2;0.00478893%
From;2;0.00478893%
Frost;2;0.00478893%
Furthermore;2;0.00478893%
Going;2;0.00478893%
Greyhound;2;0.00478893%
Guard;2;0.00478893%
Guards;2;0.00478893%
HIS;2;0.00478893%
Hatlen;2;0.00478893%
Hello;2;0.00478893%
Henry;2;0.00478893%
Hexlite;2;0.00478893%
Hills;2;0.00478893%
Hope;2;0.00478893%
Hotel;2;0.00478893%
Indians;2;0.00478893%
Irish;2;0.00478893%
Is;2;0.00478893%
Isn;2;0.00478893%
JUDGMENT;2;0.00478893%
January;2;0.00478893%
Jayne;2;0.00478893%
Jones;2;0.00478893%
Kittery;2;0.00478893%
L;2;0.00478893%
Las;2;0.00478893%
Last;2;0.00478893%
Later;2;0.00478893%
Lathrop;2;0.00478893%
League;2;0.00478893%
Let;2;0.00478893%
Lewiston;2;0.00478893%
Listen;2;0.00478893%
Logan;2;0.00478893%
Looking;2;0.00478893%
Louis;2;0.00478893%
Mall;2;0.00478893%
Marilyn;2;0.00478893%
Mincher;2;0.00478893%
Month;2;0.00478893%
Mostly;2;0.00478893%
NEST;2;0.00478893%
Nevertheless;2;0.00478893%
Newsweek;2;0.00478893%
Nixon;2;0.00478893%
Nobody;2;0.00478893%
O;2;0.00478893%
Okay;2;0.00478893%
Once;2;0.00478893%
Outers;2;0.00478893%
Outside;2;0.00478893%
Padd;2;0.00478893%
Pages;2;0.00478893%
Paso;2;0.00478893%
Paul;2;0.00478893%
People;2;0.00478893%
Plymouth;2;0.00478893%
Pond;2;0.00478893%
Press;2;0.00478893%
Province;2;0.00478893%
Pugh;2;0.00478893%
Quartz;2;0.00478893%
R;2;0.00478893%
RIGHT;2;0.00478893%
Rembrandts;2;0.00478893%
River;2;0.00478893%
Road;2;0.00478893%
Rock;2;0.00478893%
Route;2;0.00478893%
S;2;0.00478893%
SCANDAL;2;0.00478893%
Sabbatus;2;0.00478893%
Samuel;2;0.00478893%
Scarborough;2;0.00478893%
Security;2;0.00478893%
Seven;2;0.00478893%
Sir;2;0.00478893%
South;2;0.00478893%
Special;2;0.00478893%
Spruce;2;0.00478893%
St;2;0.00478893%
Stanley;2;0.00478893%
Still;2;0.00478893%
Suddenly;2;0.00478893%
THAT;2;0.00478893%
TV;2;0.00478893%
Tax;2;0.00478893%
Ten;2;0.00478893%
Think;2;0.00478893%
Trojans;2;0.00478893%
Trout;2;0.00478893%
True;2;0.00478893%
Twenty;2;0.00478893%
Uncle;2;0.00478893%
University;2;0.00478893%
Until;2;0.00478893%
Up;2;0.00478893%
Usually;2;0.00478893%
Very;2;0.00478893%
War;2;0.00478893%
Washington;2;0.00478893%
Western;2;0.00478893%
Whether;2;0.00478893%
Which;2;0.00478893%
Yellow;2;0.00478893%
York;2;0.00478893%
account;2;0.00478893%
act;2;0.00478893%
adding;2;0.00478893%
address;2;0.00478893%
adjusting;2;0.00478893%
administrative;2;0.00478893%
administrator;2;0.00478893%
advance;2;0.00478893%
affairs;2;0.00478893%
afford;2;0.00478893%
agencies;2;0.00478893%
agree;2;0.00478893%
agreement;2;0.00478893%
airplane;2;0.00478893%
allow;2;0.00478893%
alternative;2;0.00478893%
altogether;2;0.00478893%
amazing;2;0.00478893%
angel;2;0.00478893%
animal;2;0.00478893%
animals;2;0.00478893%
anybody;2;0.00478893%
anymore;2;0.00478893%
apple;2;0.00478893%
armed;2;0.00478893%
arrange;2;0.00478893%
arrested;2;0.00478893%
ashamed;2;0.00478893%
asleep;2;0.00478893%
assumes;2;0.00478893%
attached;2;0.00478893%
attorney;2;0.00478893%
auditorium;2;0.00478893%
authority;2;0.00478893%
auto;2;0.00478893%
automotive;2;0.00478893%
awake;2;0.00478893%
awfully;2;0.00478893%
backs;2;0.00478893%
badly;2;0.00478893%
bail;2;0.00478893%
balls;2;0.00478893%
bang;2;0.00478893%
bank;2;0.00478893%
baseline;2;0.00478893%
bathing;2;0.00478893%
bay;2;0.00478893%
beach;2;0.00478893%
beard;2;0.00478893%
beat;2;0.00478893%
beaten;2;0.00478893%
beautiful;2;0.00478893%
begun;2;0.00478893%
bellowing;2;0.00478893%
belly;2;0.00478893%
belonged;2;0.00478893%
belongs;2;0.00478893%
beneath;2;0.00478893%
bent;2;0.00478893%
bigger;2;0.00478893%
biggest;2;0.00478893%
bill;2;0.00478893%
birds;2;0.00478893%
birth;2;0.00478893%
blame;2;0.00478893%
bleak;2;0.00478893%
block;2;0.00478893%
blowing;2;0.00478893%
blueprint;2;0.00478893%
body;2;0.00478893%
bore;2;0.00478893%
boring;2;0.00478893%
boss;2;0.00478893%
bother;2;0.00478893%
bottles;2;0.00478893%
bound;2;0.00478893%
boxcar;2;0.00478893%
boys;2;0.00478893%
brains;2;0.00478893%
brakes;2;0.00478893%
breaks;2;0.00478893%
bribed;2;0.00478893%
broom;2;0.00478893%
brow;2;0.00478893%
buckets;2;0.00478893%
bullet;2;0.00478893%
bundle;2;0.00478893%
burglar;2;0.00478893%
burgled;2;0.00478893%
burials;2;0.00478893%
burning;2;0.00478893%
burst;2;0.00478893%
bus;2;0.00478893%
bushes;2;0.00478893%
businesses;2;0.00478893%
busted;2;0.00478893%
cards;2;0.00478893%
cash;2;0.00478893%
casual;2;0.00478893%
centre;2;0.00478893%
century;2;0.00478893%
certain;2;0.00478893%
certificate;2;0.00478893%
chair;2;0.00478893%
character;2;0.00478893%
charged;2;0.00478893%
chasing;2;0.00478893%
checked;2;0.00478893%
checking;2;0.00478893%
chief;2;0.00478893%
chills;2;0.00478893%
choking;2;0.00478893%
cleaned;2;0.00478893%
cleaning;2;0.00478893%
clearly;2;0.00478893%
clockwork;2;0.00478893%
cloth;2;0.00478893%
clothes;2;0.00478893%
co;2;0.00478893%
cocktail;2;0.00478893%
coldly;2;0.00478893%
collectors;2;0.00478893%
colossal;2;0.00478893%
common;2;0.00478893%
companies;2;0.00478893%
compass;2;0.00478893%
complete;2;0.00478893%
composed;2;0.00478893%
conclusion;2;0.00478893%
conglomerates;2;0.00478893%
constantly;2;0.00478893%
control;2;0.00478893%
convicted;2;0.00478893%
conviction;2;0.00478893%
cooker;2;0.00478893%
corner;2;0.00478893%
counted;2;0.00478893%
county;2;0.00478893%
courses;2;0.00478893%
courtroom;2;0.00478893%
covered;2;0.00478893%
cracked;2;0.00478893%
crash;2;0.00478893%
crawled;2;0.00478893%
crawls;2;0.00478893%
crimes;2;0.00478893%
criminals;2;0.00478893%
cringing;2;0.00478893%
crow;2;0.00478893%
cruel;2;0.00478893%
cry;2;0.00478893%
cufflinks;2;0.00478893%
culverts;2;0.00478893%
cupful;2;0.00478893%
cute;2;0.00478893%
dangling;2;0.00478893%
darkness;2;0.00478893%
declare;2;0.00478893%
deliveries;2;0.00478893%
department;2;0.00478893%
description;2;0.00478893%
detective;2;0.00478893%
determined;2;0.00478893%
developed;2;0.00478893%
developments;2;0.00478893%
digging;2;0.00478893%
diploma;2;0.00478893%
discount;2;0.00478893%
discovering;2;0.00478893%
distressing;2;0.00478893%
divert;2;0.00478893%
divorce;2;0.00478893%
divorced;2;0.00478893%
dough;2;0.00478893%
dozens;2;0.00478893%
draw;2;0.00478893%
drawn;2;0.00478893%
dream;2;0.00478893%
drew;2;0.00478893%
drip;2;0.00478893%
driven;2;0.00478893%
dropped;2;0.00478893%
drugs;2;0.00478893%
dubbed;2;0.00478893%
eared;2;0.00478893%
earth;2;0.00478893%
earthly;2;0.00478893%
easier;2;0.00478893%
education;2;0.00478893%
elements;2;0.00478893%
emotion;2;0.00478893%
employees;2;0.00478893%
empties;2;0.00478893%
endless;2;0.00478893%
enjoy;2;0.00478893%
entire;2;0.00478893%
entirely;2;0.00478893%
equipment;2;0.00478893%
equivalency;2;0.00478893%
equivalent;2;0.00478893%
especially;2;0.00478893%
estate;2;0.00478893%
ex;2;0.00478893%
exact;2;0.00478893%
excited;2;0.00478893%
exists;2;0.00478893%
expected;2;0.00478893%
exploded;2;0.00478893%
facing;2;0.00478893%
fairy;2;0.00478893%
fan;2;0.00478893%
fantasy;2;0.00478893%
farmer;2;0.00478893%
fart;2;0.00478893%
faster;2;0.00478893%
father;2;0.00478893%
fatty;2;0.00478893%
favourite;2;0.00478893%
favours;2;0.00478893%
fed;2;0.00478893%
federal;2;0.00478893%
feelings;2;0.00478893%
feels;2;0.00478893%
fella;2;0.00478893%
figured;2;0.00478893%
financial;2;0.00478893%
finding;2;0.00478893%
finds;2;0.00478893%
finishing;2;0.00478893%
fire;2;0.00478893%
firing;2;0.00478893%
fishie;2;0.00478893%
fishing;2;0.00478893%
flew;2;0.00478893%
floating;2;0.00478893%
forced;2;0.00478893%
formed;2;0.00478893%
forward;2;0.00478893%
fourth;2;0.00478893%
frame;2;0.00478893%
freeze;2;0.00478893%
freshly;2;0.00478893%
frigging;2;0.00478893%
funds;2;0.00478893%
furlough;2;0.00478893%
gadget;2;0.00478893%
gadgets;2;0.00478893%
gains;2;0.00478893%
games;2;0.00478893%
gang;2;0.00478893%
gaoler;2;0.00478893%
garage;2;0.00478893%
gem;2;0.00478893%
general;2;0.00478893%
geology;2;0.00478893%
gets;2;0.00478893%
girls;2;0.00478893%
gives;2;0.00478893%
glow;2;0.00478893%
goddamned;2;0.00478893%
goin;2;0.00478893%
goose;2;0.00478893%
grass;2;0.00478893%
gratis;2;0.00478893%
gratitude;2;0.00478893%
grew;2;0.00478893%
groceries;2;0.00478893%
grounds;2;0.00478893%
group;2;0.00478893%
grow;2;0.00478893%
growing;2;0.00478893%
guesses;2;0.00478893%
gunshots;2;0.00478893%
gut;2;0.00478893%
hack;2;0.00478893%
hall;2;0.00478893%
hammers;2;0.00478893%
handful;2;0.00478893%
hardest;2;0.00478893%
harmless;2;0.00478893%
hasn;2;0.00478893%
hayfields;2;0.00478893%
headed;2;0.00478893%
heading;2;0.00478893%
headlines;2;0.00478893%
hearings;2;0.00478893%
hearted;2;0.00478893%
heterosexual;2;0.00478893%
hide;2;0.00478893%
higher;2;0.00478893%
hip;2;0.00478893%
hired;2;0.00478893%
hitchhike;2;0.00478893%
ho;2;0.00478893%
holding;2;0.00478893%
holiday;2;0.00478893%
hoped;2;0.00478893%
horse;2;0.00478893%
houses;2;0.00478893%
huge;2;0.00478893%
hunkered;2;0.00478893%
illegal;2;0.00478893%
incident;2;0.00478893%
income;2;0.00478893%
incoming;2;0.00478893%
inconvenient;2;0.00478893%
inheritance;2;0.00478893%
installed;2;0.00478893%
instance;2;0.00478893%
institution;2;0.00478893%
insurance;2;0.00478893%
intentions;2;0.00478893%
intramural;2;0.00478893%
investment;2;0.00478893%
involved;2;0.00478893%
irrationality;2;0.00478893%
jackrabbit;2;0.00478893%
jailhouse;2;0.00478893%
jaw;2;0.00478893%
joints;2;0.00478893%
jolt;2;0.00478893%
joy;2;0.00478893%
judgment;2;0.00478893%
jumped;2;0.00478893%
justice;2;0.00478893%
keyhole;2;0.00478893%
kicked;2;0.00478893%
kids;2;0.00478893%
knee;2;0.00478893%
lady;2;0.00478893%
latter;2;0.00478893%
leading;2;0.00478893%
leaned;2;0.00478893%
leaving;2;0.00478893%
led;2;0.00478893%
ledge;2;0.00478893%
legend;2;0.00478893%
legs;2;0.00478893%
length;2;0.00478893%
level;2;0.00478893%
librarian;2;0.00478893%
lifers;2;0.00478893%
lining;2;0.00478893%
lip;2;0.00478893%
liquor;2;0.00478893%
list;2;0.00478893%
listening;2;0.00478893%
lit;2;0.00478893%
load;2;0.00478893%
lock;2;0.00478893%
locker;2;0.00478893%
locking;2;0.00478893%
loophole;2;0.00478893%
love;2;0.00478893%
lover;2;0.00478893%
lug;2;0.00478893%
lugging;2;0.00478893%
lump;2;0.00478893%
madness;2;0.00478893%
magic;2;0.00478893%
mail;2;0.00478893%
makes;2;0.00478893%
managed;2;0.00478893%
manuscript;2;0.00478893%
match;2;0.00478893%
melt;2;0.00478893%
members;2;0.00478893%
memories;2;0.00478893%
mesh;2;0.00478893%
message;2;0.00478893%
met;2;0.00478893%
mica;2;0.00478893%
midnight;2;0.00478893%
millennium;2;0.00478893%
mirror;2;0.00478893%
missed;2;0.00478893%
missing;2;0.00478893%
mix;2;0.00478893%
modern;2;0.00478893%
mood;2;0.00478893%
moral;2;0.00478893%
movie;2;0.00478893%
movies;2;0.00478893%
moving;2;0.00478893%
muck;2;0.00478893%
muddy;2;0.00478893%
muffle;2;0.00478893%
municipals;2;0.00478893%
murders;2;0.00478893%
music;2;0.00478893%
mystery;2;0.00478893%
myth;2;0.00478893%
nails;2;0.00478893%
narrow;2;0.00478893%
natural;2;0.00478893%
neck;2;0.00478893%
neighbour;2;0.00478893%
neither;2;0.00478893%
nigger;2;0.00478893%
nightmare;2;0.00478893%
nineteen;2;0.00478893%
ninety;2;0.00478893%
noise;2;0.00478893%
noses;2;0.00478893%
obvious;2;0.00478893%
occasional;2;0.00478893%
occurred;2;0.00478893%
oddly;2;0.00478893%
offered;2;0.00478893%
officers;2;0.00478893%
opening;2;0.00478893%
opens;2;0.00478893%
operated;2;0.00478893%
overmuch;2;0.00478893%
overtime;2;0.00478893%
overturned;2;0.00478893%
owned;2;0.00478893%
packages;2;0.00478893%
padded;2;0.00478893%
page;2;0.00478893%
paintings;2;0.00478893%
paragraph;2;0.00478893%
parapet;2;0.00478893%
parking;2;0.00478893%
parlour;2;0.00478893%
paroled;2;0.00478893%
parted;2;0.00478893%
passes;2;0.00478893%
path;2;0.00478893%
patient;2;0.00478893%
pearl;2;0.00478893%
pebble;2;0.00478893%
pencil;2;0.00478893%
pennant;2;0.00478893%
penny;2;0.00478893%
pet;2;0.00478893%
physical;2;0.00478893%
pickaxe;2;0.00478893%
picking;2;0.00478893%
pictures;2;0.00478893%
pile;2;0.00478893%
piss;2;0.00478893%
planning;2;0.00478893%
plants;2;0.00478893%
plenty;2;0.00478893%
plunge;2;0.00478893%
points;2;0.00478893%
poking;2;0.00478893%
policy;2;0.00478893%
polish;2;0.00478893%
poorly;2;0.00478893%
possessed;2;0.00478893%
post;2;0.00478893%
postcard;2;0.00478893%
postcards;2;0.00478893%
potatoes;2;0.00478893%
powder;2;0.00478893%
power;2;0.00478893%
powerful;2;0.00478893%
practical;2;0.00478893%
problems;2;0.00478893%
progress;2;0.00478893%
promptly;2;0.00478893%
prosecution;2;0.00478893%
proud;2;0.00478893%
psalm;2;0.00478893%
psychopath;2;0.00478893%
pulp;2;0.00478893%
purchased;2;0.00478893%
pursed;2;0.00478893%
putting;2;0.00478893%
quarter;2;0.00478893%
quarters;2;0.00478893%
quarts;2;0.00478893%
questioned;2;0.00478893%
questions;2;0.00478893%
quickly;2;0.00478893%
quote;2;0.00478893%
raised;2;0.00478893%
rake;2;0.00478893%
rare;2;0.00478893%
razor;2;0.00478893%
recaptured;2;0.00478893%
receding;2;0.00478893%
records;2;0.00478893%
refuse;2;0.00478893%
rehabilitated;2;0.00478893%
rehabilitation;2;0.00478893%
rejoice;2;0.00478893%
rented;2;0.00478893%
replaced;2;0.00478893%
reported;2;0.00478893%
request;2;0.00478893%
resigned;2;0.00478893%
retirement;2;0.00478893%
retreating;2;0.00478893%
revealed;2;0.00478893%
revenge;2;0.00478893%
revolver;2;0.00478893%
riflings;2;0.00478893%
rightside;2;0.00478893%
risen;2;0.00478893%
rocket;2;0.00478893%
rockhound;2;0.00478893%
rope;2;0.00478893%
routinely;2;0.00478893%
rural;2;0.00478893%
rushing;2;0.00478893%
rusty;2;0.00478893%
sampler;2;0.00478893%
sandwich;2;0.00478893%
sandwiches;2;0.00478893%
satiny;2;0.00478893%
satisfied;2;0.00478893%
sawed;2;0.00478893%
scams;2;0.00478893%
scene;2;0.00478893%
screwing;2;0.00478893%
searchlights;2;0.00478893%
seat;2;0.00478893%
section;2;0.00478893%
security;2;0.00478893%
sedimentary;2;0.00478893%
sees;2;0.00478893%
send;2;0.00478893%
